Gene	probe_description	biotin.WT.01@1	biotin.bio101@4	biotin.WT.B1@2	biotin.bio1B1@3	biotin.WT.02@1	biotin.bio102@4	biotin.WT.B2@2	biotin.bio1B2@3
12176_at	"similar to T complex protien prf||2206327A; similar to ESTs gb|R29812.1, gb|AI993525.1, gb|AW560954.1, emb|Z18008.1, and dbj|AV560657.1, dbj|AV563742.1"	6.072707667	6.33268818	6.209021175	6.2307518	6.355242755	6.295811634	6.358802311	6.451328873
12177_at	"similar to nuclear matrix constituent protein 1 (NMCP1) dbj|BAA20407.1;  similar to ESTs gb|AI998841.1, gb|AI992889.1, and gb|AA586233.1"	8.859100448	9.533232588	8.808792704	8.742551054	8.916325721	8.977995817	9.010263845	8.960987126
12178_s_at	cysteine synthase (cpACS1)	8.243598927	6.742778805	7.667491479	7.505163722	7.804172018	7.17727765	7.225049904	7.42808472
12179_at	unknown protein	5.951836373	5.83542393	6.057492006	6.199955492	6.005656921	6.066189712	6.112388152	6.029353199
12180_at	unknown protein	6.794201195	7.638169815	7.055984361	7.204444199	6.969537555	7.442707335	7.120148465	7.172363246
12181_at	unknown protein	4.902284997	5.1704638	4.943008244	5.305727829	5.38478732	5.361756703	5.289223484	5.187450281
12182_at	unknown protein	5.231802199	5.375099524	5.316836066	5.354092894	5.33929665	5.228217489	5.397719273	5.333295667
12183_at	unknown protein	8.226109804	7.483382716	8.043323071	8.092937875	7.942612432	7.779352692	8.0917	7.775022479
12184_at	unknown protein	5.58966701	5.518748545	5.544123373	5.538840328	5.641061388	5.556901633	5.545776007	5.632273768
12185_at	ESTs gb|F13915 and gb|F13916 come from this gene.	4.816082437	4.807482962	4.675315229	4.832897334	4.710065141	4.884308348	4.824523371	4.719072622
12186_at	unknown protein	4.720884394	4.716952035	4.738404213	4.75506098	4.824057837	4.604868877	4.584093155	4.606132326
12187_at	unknown;  similar to ESTs gb|N96021 and gb|N96863	5.056982641	5.675074645	5.063950183	5.233488122	5.114191718	5.664795237	5.186189133	5.043187226
12188_at	unknown protein	4.366022339	4.42786246	4.547892172	4.677911096	4.424003034	4.476340052	4.639333425	4.643577236
12189_at	unknown protein	6.863459302	6.781689269	7.242953892	7.45755224	7.316518041	7.044014421	7.349795873	7.177262648
12190_at	EST gb|N65787 comes from this gene.	5.269265863	4.979891568	5.239550983	5.307892126	5.24218227	5.105082271	5.428399679	4.992325242
12191_at	unknown protein	5.927266606	5.947399112	6.104896784	6.108436786	6.10592316	6.024712459	6.393993624	6.072355605
12192_at	unknown protein	5.681811808	5.83574118	5.553360518	5.683644255	5.668546377	5.796406635	5.690154601	5.530960828
12193_at	unknown protein	6.325360484	5.964844854	6.298275168	6.706878352	6.383147048	6.31302602	6.467625574	6.319090827
12194_at	unknown protein	4.837711067	4.676295622	4.51474428	4.697579629	4.784174687	4.738255618	5.001847649	4.955758888
12195_at	unknown protein	7.008552475	6.793280728	6.995552294	7.166622934	7.210346548	6.843557345	7.132461561	7.300586183
12196_at	unknown protein	5.290935948	5.03828998	5.710494711	5.918498231	5.466746458	5.015928986	5.549026228	6.095695459
12197_at	unknown protein	4.580251987	4.460655868	4.470117919	4.497449801	4.475071278	4.376999092	4.388207466	4.56850002
12198_at	unknown protein	7.462448054	6.812580731	8.01009681	7.007377497	6.455506922	6.306265499	6.352820668	6.721102003
12199_at	"Arabidopsis thaliana chromosome II BAC T3G21 genomic sequence, complete sequence."	3.776773096	4.186515779	3.913357934	3.975378145	3.967151855	4.052749011	3.825381248	3.990327296
12200_at	putative histidine kinase	4.181000163	4.280654163	4.367980122	4.486774989	4.205079311	4.067184742	4.075846491	4.387135366
12201_at	ESTs gb|H37295 and gb|R64895 come from this gene.	8.601495644	8.769639136	8.962302774	9.064546505	9.222830311	8.77513648	9.006182638	9.236827248
12202_at	"Arabidopsis thaliana scarecrow-like 7 (SCL7) mRNA, partial cds."	6.07540506	6.190818777	6.511503892	6.329129611	6.423497259	6.332035321	6.297180484	6.421446406
12203_at	hypothetical protein	3.952951414	4.451894846	4.027578292	4.129030196	4.107339968	4.163547675	4.046466878	4.239680392
12204_at	putative protein	5.938544371	6.079995181	6.00262117	5.967213789	5.931074125	5.859402316	6.085249628	6.01564689
12205_at	putative protein	6.978829933	7.164499773	6.957566478	7.005613496	7.143230393	7.033841168	6.968240364	7.036101943
12206_at	putative protein	3.859491655	3.911021371	3.95817905	3.888506156	3.767727623	3.813852274	3.850264607	3.892984919
12207_at	putative protein	4.512252308	4.410194756	4.533066857	4.54463076	4.298339126	4.46282488	4.578898174	4.451840172
12208_at	putative protein	4.860933993	5.095127036	4.800948084	4.878608466	4.951650626	5.051004195	4.998766464	4.942122648
12209_at	putative protein	4.107051059	4.333498215	4.037297797	4.110027914	4.439994927	4.323793826	4.374438581	4.208024389
12210_at	hypothetical protein	4.33957833	4.601806255	4.42314075	4.572872398	4.683883466	4.478673896	4.609005282	4.360359496
12211_at	putative protein	5.79907834	5.957170316	5.791190117	5.924827863	5.969039947	6.015870283	5.917767423	5.908617589
12212_at	putative protein	6.792997118	6.137626728	6.680523421	6.822294949	6.981471658	6.531668969	6.761009901	6.849860697
12213_at	putative protein	5.570885911	6.006458467	5.759045904	6.369973131	6.616185551	6.462538826	6.591640342	6.746668416
12214_g_at	putative protein	5.136224361	5.36834216	5.170100402	5.595494818	5.80799822	5.775743811	5.801781072	5.944112007
12215_s_at	A.thaliana mRNA for unknown protein (cDNA101).	5.776208698	5.497881324	5.919671218	6.004561469	5.694485098	5.864757659	5.669936897	5.681109448
12216_at	unknown protein	4.4986267	5.567136414	4.373429444	4.472029165	4.310800995	4.862184713	4.419024662	4.404280281
12217_at	Arabidopsis thaliana mRNA for 2-oxoglutarate dehydrogenase E3 subunit.	6.20176718	6.824630692	6.308031437	6.43131344	6.376448036	6.751782762	6.191883908	6.173781108
12218_at	Arabidopsis thaliana mRNA for partial 1-deoxy-d-xylulose-5-phosphate reductoisomerase (dxr gene).	7.425611865	7.317255226	7.54328457	7.473244738	7.262324626	7.218231844	7.291940337	7.201747187
12219_at	unknown protein	6.998080929	6.597086357	7.123383776	7.315430926	7.063237742	7.057347908	6.855581127	6.781799489
12220_at	unknown protein	3.97958397	4.127525689	4.044628282	4.180554221	4.038223565	4.061144911	4.015009306	4.042131539
12221_at	unknown protein	5.383984349	5.632223421	5.59904416	5.670342803	5.387518216	5.587936239	5.689441632	5.488397102
12222_s_at	"Arabidopsis thaliana chromosome II BAC F5H14 genomic sequence, complete sequence."	6.558699565	6.325098283	6.52660271	6.580940719	6.439432791	6.34537094	6.764517062	6.376072621
12223_s_at	"Arabidopsis thaliana chromosome II BAC T26C19 genomic sequence, complete sequence."	6.893083867	5.770656421	6.98854763	6.929974333	6.803568787	6.591326354	6.607822545	6.361025769
12224_at	unknown protein	5.639222521	5.775125048	5.702894187	5.929339609	5.612360879	5.792836816	5.949303019	5.799417624
12225_at	EST gb|T22808 comes from this gene.	4.406775088	4.269325583	4.433639745	4.493839725	4.343150893	4.420433033	4.621734753	4.377116416
12226_at	Unknown Protein	5.508938725	5.705009361	5.472636476	5.988114718	5.778759994	6.055729449	5.964199876	5.994887353
12227_at	"Unknown protein; Location of ESTs  PAP185; 3' end , gb|Z29886 and  PAP185; 5' end , gb|Z27043"	6.652945537	6.566117838	6.406615167	6.639079597	6.537880344	6.748579212	6.876932826	6.575400462
12228_at	unknown protein	3.966513938	3.98098378	3.848305585	4.002868468	3.953754452	3.927652301	3.988995868	4.061841064
12229_at	unknown protein	5.678454264	5.770508656	5.728037248	6.025221737	5.858149375	5.903312872	5.634042985	6.011871007
12231_at	putative vacuolar protein sorting-associated protein (VPS16)	4.976854309	4.731925831	5.002536129	5.036325397	5.09700974	4.86628034	4.699332406	5.076459971
12232_at	EST gb|T41993 comes from this gene.	8.136092059	8.728083417	8.058071231	7.983009004	8.517677304	8.026172065	8.368830441	8.423378803
12233_at	Arabidopsis thaliana mRNA for Succinyl-CoA-ligase alpha subunit.	6.867265288	7.793697836	6.808863918	6.909300186	7.005252508	7.672449079	6.635640463	7.013451107
12234_at	putative ribosomal protein S16	10.83568014	10.9768015	11.02577031	10.96142779	11.46948079	10.75888068	11.24829103	11.28088361
12235_at	putative protein	5.883900323	6.073405741	5.955705276	5.876991762	5.883866056	5.833497219	5.590960578	5.999611188
12236_at	putative protein	4.862134196	4.703258738	4.912149077	5.207675828	5.465558057	4.892253859	5.012033996	5.325536074
12237_at	putative protein	4.514158392	4.655894684	4.521496681	4.593334862	4.599648516	4.496089304	4.395373476	4.595314359
12238_at	putative protein	5.333207693	5.790571504	5.440227125	5.305791255	5.261914685	5.521350965	5.375412401	5.443809773
12239_at	glycine-rich protein like	8.23242144	7.249344227	9.407924189	9.494517417	8.890308914	7.056621123	8.389989059	10.01757711
12240_at	putative protein	5.480680294	5.873554187	5.687411187	5.751139874	5.616267689	5.775712672	5.368453249	5.441427857
12241_at	putative protein	5.987838645	6.061044089	6.237685568	6.315808983	6.119280903	5.927795467	6.095566984	6.218322096
12242_at	putative protein	4.926781481	4.75220741	4.944397762	5.097271949	5.306211773	4.969713507	5.002412471	4.926452555
12243_at	putative protein	5.168078507	5.15745882	5.194635577	5.343395493	5.570123331	5.343023392	5.317297919	5.181702858
12244_s_at	A.thaliana pale cress gene.	5.038783413	4.593903118	4.922238364	4.922484297	5.085463308	4.92854229	4.676291704	4.806127665
12245_s_at	"Arabidopsis thaliana DNA chromosome 4, BAC clone F4B14 (ESSA project)."	7.816163831	6.751760737	8.069496987	8.318314231	7.683465072	7.977850486	7.582020829	7.553881064
12246_s_at	phytochrome D	4.620932789	4.57241673	4.606111918	4.712450455	4.913759044	4.650785269	4.90508611	4.616967953
12247_at	myosin heavy chain-like protein (fragment)	4.621854829	4.38774254	4.561972443	4.610394435	4.712796186	4.855548666	4.587216368	4.467003475
12248_s_at	DNA-directed RNA polymerase (EC 2.7.7.6) II second largest chain	5.562710231	5.231020845	5.557159491	5.478323775	5.342155469	5.327518359	5.353898977	5.351900459
12249_s_at	"Arabidopsis thaliana chromosome II BAC T16F16 genomic sequence, complete sequence."	5.338736562	4.967484846	5.100712881	5.005834609	5.033263463	5.120139495	4.95259686	4.889787587
12250_at	receptor kinase-like protein	4.631460193	4.518714359	4.557920991	4.524675524	4.540132312	4.603404969	4.598049082	4.49810974
12251_at	putative disease resistance protein	7.398117172	5.608321758	6.046172374	5.425024594	5.662822544	5.865775097	5.386503072	5.355831796
12252_at	CLV1 receptor kinase like protein	4.360329988	4.613131654	4.495419251	4.685700286	4.430311162	4.463992587	4.537506871	4.397817365
12253_g_at	CLV1 receptor kinase like protein	7.169212293	7.531237126	7.587791555	7.918178437	7.281097845	7.602491449	7.475258418	7.459824253
12254_at	A.thaliana mRNA for myosin.	5.704336823	5.241985813	5.708519521	5.728583799	5.592858491	5.452340124	5.571143654	5.535732408
12255_at	putative disease resistance protein	6.249382452	6.015096897	6.264352739	6.362198003	5.986609354	6.264116806	6.532383696	6.111821424
12256_at	putative receptor-like protein kinase	4.406410651	4.496636576	4.530308318	4.411681582	4.285657294	4.520770285	4.766711125	4.509322634
12257_at	myosin heavy chain-like protein	4.260024885	4.13109767	4.113693028	4.111550728	4.037407099	4.286244837	4.560160787	4.372223389
12258_at	disease resistance N like protein	4.002163654	4.094146693	4.014953495	4.071202611	3.951056605	4.032461957	4.481106952	4.393662134
12259_at	putative disease resistance protein	4.380516983	4.211739865	4.144917229	4.255197784	4.144609585	4.391298175	4.946097529	4.668097323
12260_g_at	putative disease resistance protein	4.960960406	4.711448707	4.779945509	4.896228541	4.590352769	4.890166256	5.103316458	5.371482498
12261_at	"Arabidopsis thaliana receptor-like protein kinase (RKS1) gene, complete cds."	4.26875079	4.243510504	4.203543213	4.332076907	4.306365869	4.254064823	4.462162488	4.689304893
12262_at	putative phospho-ser/thr phosphatase	5.380024706	5.166326517	5.414222537	5.430019766	5.331386519	5.414230172	5.187068332	5.396390005
12263_at	putative receptor-like protein kinase	4.265225731	4.23467599	4.18611298	4.17592075	4.258010533	4.232215792	4.375858667	4.366381952
12264_i_at	DNA (cytosine-5-)-methyltransferase-like	4.180190928	4.087647814	4.174071381	4.152167408	4.316178644	4.0510434	4.052176936	4.305405916
12265_at	putative beta-galactosidase	5.984084594	6.010339686	6.104110138	6.099205196	6.006828292	6.087950454	5.690499084	6.014283894
12266_at	"contains similarity to eukaryotic protein kinase domain (Pfam: PF00069, score=272.9, E=4.1e-78, N=1)"	3.892876691	3.888266803	3.812087968	3.746718692	3.800310907	3.768871356	3.913991568	3.868115945
12267_at	"Similar to Glucose-6-phosphate dehydrogenases, gi|2276344, gi|2829880, gi|2352919 and others; Location of EST gb|N37552, gc exon splice site at 20574 is based on protein alignment, and is not confirmed experimentally"	4.60725317	4.48269477	4.527918698	4.463636531	4.824016418	4.460434967	4.558221685	4.667411182
12268_at	putative disease resistance protein	4.795433509	5.013813957	5.107411127	5.005577761	4.918110056	4.962680983	4.98051735	5.112099019
12269_s_at	putative squalene synthase	4.518794629	4.586894198	4.682201511	4.847664996	4.732401642	4.426625298	4.494386544	4.782102147
12270_at	putative receptor protein kinase	4.942739366	5.291651671	4.875490297	4.670134602	5.4218595	6.162244402	4.705967982	5.053057058
12271_s_at	putative receptor-like protein kinase	4.231632044	4.235251492	4.203253579	4.241525627	4.212804185	4.210338806	4.234419898	4.289528205
12272_at	putative beta-glucosidase	4.045446917	4.15214089	4.081507486	4.041390231	3.98674482	4.02106374	4.266995049	4.138600399
12273_s_at	serine/threonine kinase-like protein	4.393600525	4.670433189	4.627665424	4.45491243	4.541846816	4.638703991	4.676815755	4.512588621
12274_at	protein kinase	5.317607875	5.005708209	5.324091103	5.026398242	5.006210937	4.960642036	4.92535907	5.012163343
12275_s_at	"Arabidopsis thaliana putative transmembrane protein G1p (AtG1), putative nuclear DNA-binding protein G2p (AtG2), Em1 protein (ATEM1), putative chlorophyll synthetase (AtG4), putative transmembrane protein G5p (AtG5), putative acyl-coA dehydrogenase (AtG6), and calcium dependent protein kinase genes, complete cds; and unknown genes."	5.943194847	5.430272366	5.733183747	5.743938547	5.799781802	5.521521837	5.823395714	5.608145257
12276_at	putative receptor-like protein kinase	3.884631843	3.972305848	3.839741071	3.974008925	4.011964593	3.885451526	4.17447795	4.021279733
12277_at	Similar to gi|1362007 thioglucosidase from Arabidopsis thaliana.	4.062070981	4.02347528	4.132992481	4.176872617	4.161081548	3.979887036	4.17738049	3.967068078
12278_at	Arabidopsis thaliana mRNA for receptor-like protein kinase.	5.156877825	4.110087864	4.180626981	3.990387836	4.152983974	4.244302401	3.983617903	3.907233958
12279_at	putative receptor-like protein kinase	4.848008808	4.809226116	4.923795299	5.108031847	5.000121121	4.665882141	4.872529894	4.725200553
12280_g_at	putative receptor-like protein kinase	6.377183003	6.142632153	6.578717649	6.696410026	6.364699396	6.315777857	6.387254493	6.351414189
12281_at	putative LRR receptor protein kinase	4.908622034	4.809920438	4.964906353	5.036219601	4.940688164	5.013421046	5.004186726	4.98703316
12282_at	human Mi-2 autoantigen-like protein	4.502304596	4.10706806	4.396318222	4.422376063	4.251897226	4.39760349	4.239246314	4.133180701
12283_at	putative receptor-like protein kinase	4.414478965	4.406192515	4.467428074	4.49120601	4.300900977	4.450843197	4.575743413	4.358033034
12284_at	"Similar to gb|U93048 somatic embryogenesis receptor-like kinase from Daucus carota, contains 4 PF|00560 Leucine Rich Repeat domains and a PF|00069 Eukaryotic protein kinase domain."	6.430206811	6.417002914	6.364144353	6.859017585	6.80008722	6.676844165	6.89368588	6.46524907
12285_at	"Arabidopsis thaliana receptor-like protein kinase (RKS2) gene, complete cds."	5.399852375	5.187301387	5.341933579	5.4891391	5.489801614	5.460704058	5.302994389	5.241083139
12286_s_at	A.thaliana mRNA for SNF1-related ser/thr protein kinase (1852 bp).	4.738006138	4.666754016	4.749250398	4.862964022	4.882407027	4.776923298	4.758088804	4.666427409
12287_s_at	dihydrolipoamide S-acetyltransferase precursor	5.098431162	5.205769356	5.159167348	5.318320165	5.107119556	5.321984623	5.053460229	5.020218759
12288_at	"Arabidopsis thaliana chromosome II BAC T13E15 genomic sequence, complete sequence."	5.487729616	5.403360133	5.580857921	5.541362902	5.1701471	5.455867637	5.636301486	5.363677037
12289_at	"Arabidopsis thaliana gene for serine/threonine protein kinase, complete cds."	5.607241053	5.773118251	5.810246826	6.030923187	5.69808702	5.71314702	5.891534715	5.723219955
12290_at	A.thaliana mRNA for CDPK-related protein kinase.	5.446149227	5.617393256	5.892315924	6.007398908	5.834414776	5.676393293	6.01314967	5.761395602
12291_at	"endo-1, 4-beta-glucanase like protein"	4.265193152	4.430605304	4.344776853	4.483876117	4.281728933	4.519752217	4.91670673	4.801419127
12292_at	cysteine proteinase-like protein	5.436874857	5.050150413	5.645495519	5.713608188	4.940486873	5.128249843	5.650291339	5.593994502
